iter	RMSE
299	4.541445258
300	4.538903139
301	4.535878394
302	4.531827463
303	4.526961468
304	4.52624264
305	4.525171945
306	4.521140063
307	4.520169845
308	4.515497959
309	4.512066512
310	4.509486094
311	4.505603547
312	4.500781901
313	4.497151719
314	4.494431325
315	4.492430255
316	4.489113749
317	4.484575282
318	4.48017304
319	4.475348111
320	4.471146478
321	4.470234113
322	4.465893914
323	4.461568602
324	4.461068719
325	4.455508658
326	4.454857261
327	4.452836594
328	4.451593579
329	4.448814937
330	4.446610146
331	4.443675465
332	4.441508432
333	4.437443792
334	4.433049565
335	4.428715699
336	4.426151876
337	4.42566494
338	4.423710369
339	4.419901876
340	4.415369159
341	4.412661133
342	4.411822814
343	4.407628878
344	4.405423497
345	4.404563387
346	4.400032226
347	4.398704161
348	4.396036721
349	4.394393219
350	4.391104433
351	4.386244732
352	4.382286187
353	4.38207361
354	4.378356666
355	4.375290372
356	4.371665098
357	4.368444092
358	4.366084026
359	4.364150748
360	4.361246791
361	4.356617262
362	4.351939366
363	4.348077899
364	4.343623789
365	4.339915238
366	4.3357757
367	4.335306182
368	4.334011585
369	4.33191287
370	4.329373585
371	4.326971674
372	4.32507798
373	4.322592539
374	4.320102332
375	4.316671509
376	4.31479464
377	4.313076811
378	4.308056044
379	4.30508489
380	4.303297361
381	4.302262767
382	4.298929292
383	4.297871612
384	4.296323313
385	4.293341823
386	4.289019603
387	4.286704731
388	4.283156896
389	4.281156461
390	4.27664972
391	4.272454414
392	4.267793487
393	4.267520439
394	4.266822063
395	4.264180029
396	4.26066627
397	4.256840433
398	4.256436274
399	4.255600529
400	4.254061069
401	4.251524018
402	4.250752582
403	4.25032222
404	4.247881518
405	4.246156811
406	4.241888102
407	4.239051256
408	4.233515681
409	4.230267328
410	4.228295179
411	4.224680839
412	4.22256234
413	4.21977527
414	4.217936816
415	4.216782104
416	4.213302276
417	4.210157786
418	4.207141507
419	4.206497149
420	4.20484217
421	4.200280441
422	4.196387284
423	4.192170016
424	4.189932068
425	4.188094912
426	4.185098566
427	4.181945031
428	4.179654823
429	4.177026497
430	4.173818062
431	4.171365151
432	4.17119352
433	4.16800846
434	4.167655759
435	4.164960633
436	4.163842353
437	4.160022815
438	4.158619262
439	4.158153139
440	4.154217337
441	4.153326855
442	4.150240327
443	4.149881423
444	4.146230223
445	4.144157564
446	4.142938631
447	4.139839229
448	4.137721749
449	4.135402201
450	4.132329603
451	4.127605074
452	4.124666254
453	4.122110751
454	4.118326494
455	4.117534296
456	4.117082513
457	4.112942799
458	4.10958831
459	4.107450003
460	4.103711359
461	4.101765628
462	4.098737191
463	4.095706982
464	4.094303908
465	4.091322875
466	4.091175904
467	4.088738578
468	4.087519664
469	4.085926142
470	4.083710068
471	4.082906134
472	4.080178733
473	4.078072436
474	4.073546592
475	4.071252449
476	4.067801334
477	4.066488492
478	4.063034047
479	4.05950382
480	4.056285322
481	4.054232224
482	4.05149011
483	4.049817281
484	4.045814067
485	4.045087139
486	4.041336773
487	4.038737034
488	4.038108352
489	4.035729053
490	4.031367515
491	4.02789076
492	4.026450464
493	4.026042943
494	4.02351776
495	4.018915958
496	4.017204487
497	4.01704418
498	4.015576823
499	4.013773246
500	4.009117867
501	4.008687465
502	4.00802095
503	4.007494757
504	4.005835065
505	4.002990481
506	4.001647326
507	3.998977909
508	3.996946094
509	3.995250568
510	3.994245845
511	3.991710612
512	3.989242662
513	3.989012075
514	3.985718994
515	3.981951626
516	3.977384645
517	3.976657961
518	3.973763591
519	3.972016851
520	3.96943922
521	3.966029222
522	3.963056242
523	3.960931527
524	3.958637254
525	3.955991641
526	3.951971831
527	3.951337587
528	3.949314544
529	3.948560497
530	3.946389832
531	3.942924373
532	3.941278785
533	3.940906495
534	3.940000796
535	3.936444334
536	3.934555412
537	3.933555989
538	3.931861613
539	3.92920794
540	3.927031606
541	3.926079765
542	3.924185839
543	3.921683851
544	3.921006466
545	3.919092241
546	3.915818992
547	3.913066458
548	3.910438857
549	3.90828097
550	3.904646618
551	3.903976425
552	3.902023922
553	3.90056561
554	3.896579564
555	3.894956284
556	3.890584943
557	3.887575033
558	3.887457516
559	3.885019362
560	3.883860385
561	3.881051422
562	3.879365434
563	3.879237327
564	3.875445633
565	3.875139596
566	3.872271369
567	3.871614861
568	3.867354248
569	3.866050679
570	3.863283203
571	3.860816121
572	3.860695425
573	3.856651366
574	3.855190703
575	3.852203036
576	3.850456083
577	3.848713677
578	3.846753124
579	3.844018589
580	3.839992989
581	3.839596689
582	3.838943511
583	3.835646444
584	3.833129961
585	3.832936724
586	3.831969134
587	3.829494757
588	3.825766755
589	3.823371802
590	3.820451894
591	3.819270364
592	3.81668562
593	3.815606502
594	3.813795379
595	3.811351962
596	3.808501884
597	3.805944948
598	3.804242203
599	3.803241296
600	3.799070524
601	3.796239829
602	3.793588831
603	3.791772205
604	3.789058724
605	3.788939542
606	3.78726589
607	3.786147585
608	3.782490837
609	3.782391638
610	3.781706046
611	3.780349366
612	3.777289373
613	3.775073755
614	3.770214446
615	3.769789069
616	3.767141627
617	3.764527248
618	3.760570933
619	3.760293521
620	3.756484032
621	3.753763691
622	3.750623155
623	3.747424512
624	3.744336457
625	3.742135967
626	3.740391417
627	3.740074227
628	3.739731607
629	3.737914815
630	3.737153963
631	3.735948195
632	3.734645525
633	3.730959479
634	3.728295956
635	3.727995349
636	3.727360619
637	3.726300505
638	3.724524578
639	3.721041651
640	3.719261693
641	3.717211237
642	3.716672973
643	3.715958978
644	3.714414673
645	3.712112903
646	3.710030908
647	3.708404382
648	3.708055695
649	3.707721586
650	3.707446838
651	3.706999866
652	3.705757795
653	3.705307286
654	3.703864185
655	3.70377815
656	3.702596966
657	3.69876555
658	3.698436912
659	3.696030361
660	3.693031448
661	3.692208381
662	3.690192636
663	3.688100671
664	3.687477563
665	3.686818837
666	3.685191787
667	3.684959543
668	3.681077249
669	3.67795022
670	3.677603653
671	3.676064081
672	3.675227422
673	3.674637046
674	3.672108021
675	3.668305718
676	3.667972439
677	3.666347386
678	3.663550525
679	3.659877811
680	3.657770574
681	3.65767953
682	3.656339223
683	3.652752041
684	3.650073852
685	3.649599595
686	3.646540191
687	3.645550423
688	3.643945261
689	3.642967771
690	3.642430701
691	3.641500227
692	3.639009686
693	3.637487217
694	3.63595274
695	3.632156938
696	3.629867268
697	3.628815505
698	3.627953898
699	3.626956647
700	3.625826037
701	3.624867323
702	3.62276472
703	3.620561562
704	3.619785977
705	3.618708844
706	3.615322187
707	3.614620855
708	3.613196428
709	3.610621904
710	3.60977571
711	3.608781912
712	3.60840583
713	3.605835322
714	3.605425052
715	3.603994365
716	3.603027677
717	3.600673125
718	3.598554709
719	3.5961683
720	3.59574965
721	3.59322045
722	3.590082512
723	3.588299679
724	3.587985432
725	3.586893231
726	3.585228003
727	3.584180231
728	3.583104357
729	3.58113848
730	3.580868192
731	3.578977053
732	3.576893046
733	3.575541781
734	3.574030691
735	3.571789857
736	3.570473674
737	3.56815727
738	3.567888223
739	3.567222782
740	3.56457689
741	3.562825821
742	3.560596995
743	3.55788403
744	3.556029682
745	3.553581925
746	3.551348248
747	3.549704464
748	3.548587748
749	3.54809357
750	3.545217387
751	3.543235665
752	3.540547244
753	3.537813369
754	3.534474944
755	3.530097852
756	3.5267372
757	3.526518317
758	3.525359498
759	3.522638757
760	3.520008192
761	3.518989867
762	3.51755212
763	3.515122413
764	3.513129276
765	3.512000974
766	3.510675548
767	3.508498822
768	3.508241731
769	3.508040388
770	3.506589762
771	3.506492147
772	3.504220994
773	3.503289925
774	3.503023278
775	3.502297083
776	3.498749157
777	3.498118516
778	3.496625657
779	3.494683488
780	3.493392662
781	3.491562208
782	3.489547365
783	3.486899835
784	3.485992244
785	3.48478968
786	3.483442876
787	3.479377083
788	3.47787616
789	3.477064397
790	3.476177598
791	3.472802235
792	3.471214096
793	3.467336218
794	3.466253481
795	3.465364739
796	3.464041069
797	3.462121473
798	3.460024717
799	3.458905464
800	3.456873339
801	3.456091594
802	3.453991943
803	3.451813796
804	3.450069366
805	3.450010621
806	3.449501446
807	3.44809567
808	3.44619736
809	3.444233022
810	3.44270858
811	3.442024517
812	3.439979
813	3.437401494
814	3.436043545
815	3.435625863
816	3.433965378
817	3.433307132
818	3.431123674
819	3.429385759
820	3.428675156
821	3.427465836
822	3.426693815
823	3.424321513
824	3.422877963
825	3.420278485
826	3.419996851
827	3.417629501
828	3.415558479
829	3.414624562
830	3.412277243
831	3.411510616
832	3.409378322
833	3.408418174
834	3.40555784
835	3.404146537
836	3.402748544
837	3.401881026
838	3.399491086
839	3.397724433
840	3.396850204
841	3.396674877
842	3.395056566
843	3.394457761
844	3.393206514
845	3.392536911
846	3.390585323
847	3.388558956
848	3.387941396
849	3.386513177
850	3.383481807
851	3.381482126
852	3.378457089
853	3.375572019
854	3.373154564
855	3.373089635
856	3.371981566
857	3.370032042
858	3.369263065
859	3.368312782
860	3.366906499
861	3.36493244
862	3.364378631
863	3.364155622
864	3.361580984
865	3.360555707
866	3.357806606
867	3.356842332
868	3.355067726
869	3.353248217
870	3.351616095
871	3.350943935
872	3.349515788
873	3.347511589
874	3.345366178
875	3.343277751
876	3.341297354
877	3.33867306
878	3.337251399
879	3.33513427
880	3.334361254
881	3.334101899
882	3.331965321
883	3.331049946
884	3.328990885
885	3.327615661
886	3.326853339
887	3.326045301
888	3.324554631
889	3.323357621
890	3.322832024
891	3.320873788
892	3.319324963
893	3.318413292
894	3.317908302
895	3.316062633
896	3.313281845
897	3.311351014
898	3.30895665
899	3.30753926
900	3.306802161
901	3.303722567
902	3.302906108
903	3.30275693
904	3.302089141
905	3.300749065
906	3.299788408
907	3.298080216
908	3.298001778
909	3.297804386
910	3.296912075
911	3.296063203
912	3.295875536
913	3.294176741
914	3.293526183
915	3.292795891
916	3.289700066
917	3.287345488
918	3.286738444
919	3.285320608
920	3.28405139
921	3.282172408
922	3.28034083
923	3.27867444
924	3.278442784
925	3.277440141
926	3.275041414
927	3.273548553
928	3.271984668
929	3.269624252
930	3.268387161
931	3.267546985
932	3.267310465
933	3.265089971
934	3.262812908
935	3.261516117
936	3.259525115
937	3.25844511
938	3.257530366
939	3.25582814
940	3.253716686
941	3.252467363
942	3.251052087
943	3.250167197
944	3.248027509
945	3.247319862
946	3.246037404
947	3.243858004
948	3.242409063
949	3.240540254
950	3.238615904
951	3.238402863
952	3.236918881
953	3.235601313
954	3.233724988
955	3.231663344
956	3.231004313
957	3.230464175
958	3.229259369
959	3.228452186
960	3.22670117
961	3.226060305
962	3.223648799
963	3.221915993
964	3.220261054
965	3.219237717
966	3.218764058
967	3.217066051
968	3.21645921
969	3.215600671
970	3.213985901
971	3.212846464
972	3.211020354
973	3.21000061
974	3.208905766
975	3.208792769
976	3.208678487
977	3.208456148
978	3.208325834
979	3.207607121
980	3.205747007
981	3.204536909
982	3.203340424
983	3.202452508
984	3.201081784
985	3.19944841
986	3.197936524
987	3.197638725
988	3.195889248
989	3.193815029
990	3.192447474
991	3.191392165
992	3.189536174
993	3.189217552
994	3.18740636
995	3.186571823
996	3.183764605
997	3.181905276
998	3.180807841
999	3.17850694
